RecordDate,Symbol,Series,Prev_Close,Day_Open,Day_High,Day_Low,Day_Last,Day_Close,VWAP,Volume,Turnover,Trades,Deliverable_Volume,Percent_Deliverable,Industry
2020-02-27,HINDUNILVR,EQ,2236.2,2241.95,2259.7,2200,2248.35,2254.95,2228.27,2446802,545213960175000,128902,1417049,0.5791,CONSUMER GOODS
2020-02-28,INDUSINDBK,EQ,1115.55,1100,1118,1085.05,1099.9,1104.05,1104.01,10233947,1129841946665000,181350,4987350,0.4873,FINANCIAL SERVICES
2020-02-28,INFY,EQ,777.85,750,756.8,722.05,732,731.7,738.68,14123957,1043310167140000,277778,7459667,0.5282,IT
2020-02-28,ICICIBANK,EQ,515.35,501.6,506.85,492.2,498.95,497.25,499.15,32737933,1634119563500000,288616,19423645,0.5933,FINANCIAL SERVICES
2020-02-28,HINDUNILVR,EQ,2254.95,2191.1,2229.4,2155,2182,2174.75,2184.59,3837330,838297358430000,167111,2519490,0.6566,CONSUMER GOODS
2020-02-28,CIPLA,EQ,421.2,413,416.45,398.05,405.05,402.1,407.59,4200936,171226311265000,86522,1963818,0.4675,PHARMA
2020-02-28,BRITANNIA,EQ,3026.05,2983,3020,2917,2962,2970.2,2957.7,619510,183232576075000,58671,288978,0.4665,CONSUMER GOODS
2020-02-28,COALINDIA,EQ,174.1,171.55,171.8,166.75,167.75,168.4,169.17,14694382,248591229695000,105493,6484291,0.4413,METALS
2020-02-28,BAJAJ-AUTO,EQ,2936.6,2890,2915,2850.45,2888,2890,2888.98,925702,267433707550000,43040,583465,0.6303,AUTOMOBILE
2020-02-28,ADANIPORTS,EQ,353.7,347,348.65,339.2,344.85,342.2,343.99,4299292,147889766970000,39508,2037570,0.4739,SERVICES
2020-02-28,AXISBANK,EQ,735.85,718.9,724.7,691,701,697.3,705.99,16428944,1159872537135000,184431,9049624,0.5508,FINANCIAL SERVICES
2020-02-28,ASIANPAINT,EQ,1843.8,1820,1842.1,1783.15,1810,1797.95,1805.79,2964119,535258644395000,104123,1546134,0.5216,CONSUMER GOODS
2020-02-28,TATASTEEL,EQ,412.8,398.7,398.95,375,381,381.75,383.59,24532833,941045164290000,209662,4565398,0.1861,METALS
2020-02-28,SUNPHARMA,EQ,388.5,379.65,385.6,371.1,373.2,372.9,379.91,8439591,320631890260000,86209,1951047,0.2312,PHARMA
2020-02-28,SBIN,EQ,321.95,312,314.65,301.1,304.6,303,308.09,59705346,1839448490850000,332224,13393858,0.2243,FINANCIAL SERVICES
2020-02-28,POWERGRID,EQ,186.45,183.45,185.3,179.15,181.85,181.5,182.1,15756175,286921533765000,68419,10218858,0.6486,POWER
2020-02-28,TATAMOTORS,EQ,145.25,138.85,139.6,127.05,129.65,128.95,132.43,94469619,1251027608370000,341462,13132658,0.139,AUTOMOBILE
2020-02-28,ONGC,EQ,93.35,90.3,92.7,89.5,92.2,91.95,90.89,30416954,276465682860000,103250,13750884,0.4521,OIL & GAS
2020-02-28,HCLTECH,EQ,573.05,560,564,531.2,539,534.35,546.95,7894806,431804118030000,161062,5641457,0.7145999999999999,IT
2020-02-28,GRASIM,EQ,712.85,687,707.5,684,686,687.2,695.44,4389931,305294933295000,61459,1963047,0.4472,CEMENT & CEMENT PRODUCTS
2020-02-28,HINDALCO,EQ,168.35,162,162.2,154.1,155,155.9,158.36,14033411,222227305025000,102274,5279896,0.3762,METALS
2020-02-28,HEROMOTOCO,EQ,2110.25,2080,2110,2033.95,2043,2051.75,2067.52,1879071,388500971570000,86485,1095208,0.5828,AUTOMOBILE
2020-02-28,HDFC,EQ,2272.2,2228.55,2228.55,2162.3,2186,2175.75,2191.99,7715143,1691153810680000,263271,5267783,0.6828000000000001,FINANCIAL SERVICES
2020-02-28,HDFCBANK,EQ,1199.45,1175.5,1185,1170.1,1178.8,1177.65,1176.25,12156528,1429916701440000,276737,8662385,0.7126,FINANCIAL SERVICES
2020-02-28,TITAN,EQ,1277.9,1255,1270.7,1235.65,1254.9,1254.5,1255,2728105,342376457160000,99872,1175088,0.4307,CONSUMER GOODS
2020-02-28,TECHM,EQ,809.15,789.8,808,732.05,746.25,744.4,754.08,5959364,449383999110000.06,129459,3274668,0.5495,IT
2020-02-28,UPL,EQ,550.85,543,546.6,514,524.9,519.7,527.53,2974535,156917001760000,49412,1107045,0.3722,FERTILISERS & PESTICIDES
2020-02-28,ZEEL,EQ,244.35,240,244.65,232.6,238.3,239.3,237.59,9692261,230279375125000,70304,4420248,0.4561,MEDIA ENTERTAINMENT & PUBLICATION
2020-02-28,GAIL,EQ,107.35,102,108.5,102,103.65,104.4,106.11,26486046,281036909725000,108859,10869083,0.4104,OIL & GAS
2020-02-28,EICHERMOT,EQ,17053.4,16697,16848,16317.05,16610.1,16602.35,16528.57,326455,539583542515000,65354,148997,0.4564,AUTOMOBILE
2020-02-28,DRREDDY,EQ,3067.05,3030,3088.5,2905.25,2920,2927.1,3010.32,1659956,499700569950000,86934,591574,0.3564,PHARMA
2020-02-28,BAJFINANCE,EQ,4759.8,4640,4640,4311.75,4500,4465.85,4480.74,4941410,2214119232235000,260097,1870622,0.3786,FINANCIAL SERVICES
2020-02-28,BHARTIARTL,EQ,531.65,524.9,528.4,513.5,522.45,523.5,521.51,16622086,866862753675000,204419,9263055,0.5573,TELECOM
2020-02-28,BAJAJFINSV,EQ,9408,9270.5,9286.55,8825.05,9100,9050.75,9068.63,537852,487758064805000,59749,131801,0.2451,FINANCIAL SERVICES
2020-02-28,BPCL,EQ,444.05,438.9,438.9,420.5,422.7,426.35,430,6099513,262278950780000.03,67659,1975201,0.32380000000000003,OIL & GAS
2020-02-28,NTPC,EQ,109.05,106.65,110.2,105.35,106.9,106.55,107.29,25696761,275707069910000,91934,13867661,0.5397,POWER
2020-02-28,TCS,EQ,2105.5,2068,2069.5,1990,2010,2000.15,2026.81,4298076,871139557354999.9,229475,2304792,0.5362,IT
2020-02-28,RELIANCE,EQ,1386.25,1354.9,1357,1325,1327,1328.65,1338.96,17973847,2406620101235000,373466,9944010,0.5532,OIL & GAS
2020-02-28,SHREECEM,EQ,23812.55,23400,23729,22463.95,22633,22670.95,22887.21,91009,208294233595000,23685,49247,0.5411,CEMENT & CEMENT PRODUCTS
2020-02-28,ITC,EQ,197.55,195,199.9,192.05,196.6,197.55,196.04,32628444,639635583510000,240164,19944265,0.6113000000000001,CONSUMER GOODS
2020-02-28,M&M,EQ,493.5,485,485,453.6,457,457.05,470.41,8613275,405178308315000,153523,3877985,0.4502,AUTOMOBILE
2020-02-28,IOC,EQ,105.65,103.8,107.4,100.9,106.25,105.75,104.07,24217885,252026062405000.03,111732,10118004,0.4178,OIL & GAS
2020-02-28,VEDL,EQ,130.55,126,126,112.1,112.85,114,117.72,57363091,675304920215000,196760,24766560,0.4318,METALS
2020-02-28,JSWSTEEL,EQ,252.1,245.5,245.5,232.65,233.5,235.7,238.22,10723581,255457371135000,82183,2184196,0.2037,METALS
2020-02-28,ULTRACEMCO,EQ,4321.65,4270,4304.15,4200,4216,4219.6,4234.01,524557,222098031740000,48488,238284,0.4543,CEMENT & CEMENT PRODUCTS
2020-02-28,WIPRO,EQ,231.6,228.5,229.5,219.7,222.4,221.45,223.36,5637309,125917565125000,75674,2538506,0.4503,IT
2020-02-28,NESTLEIND,EQ,16263.75,16042,16129.05,15680,15745,15778.85,15818.14,140673,222518573490000,34457,68007,0.4834000000000001,CONSUMER GOODS
2020-02-28,LT,EQ,1210.35,1189.65,1196.45,1162,1191.1,1187.55,1178.9,6286647,741130288580000,218919,4148466,0.6598999999999999,CONSTRUCTION
2020-02-28,MARUTI,EQ,6289.8,6163.05,6367.35,6103.2,6294.05,6283.1,6235.61,1468843,915913430835000,117164,580678,0.3953,AUTOMOBILE
2020-02-28,KOTAKBANK,EQ,1682.75,1654.9,1660.1,1613.75,1619.95,1620.35,1635.92,3743312,612377081735000,155883,2211540,0.5908,FINANCIAL SERVICES
2020-03-02,KOTAKBANK,EQ,1620.35,1631,1637.3,1584.2,1600,1599,1607.89,4762847,765811829440000,142088,2442960,0.5129,FINANCIAL SERVICES
2020-03-02,NESTLEIND,EQ,15778.85,15950,16315,15901,16130.2,16109.95,16165.66,117232,189513216855000,30135,58315,0.4974,CONSUMER GOODS
2020-03-02,MARUTI,EQ,6283.1,6400.95,6439.55,6250,6300,6285.15,6332.12,1219764,772369515650000,96971,413139,0.3387,AUTOMOBILE
2020-03-02,LT,EQ,1187.55,1205,1212.35,1150.55,1153.9,1160.9,1183.81,3177486,376153194655000,109785,1547760,0.4871,CONSTRUCTION
2020-03-02,WIPRO,EQ,221.45,225.8,227,218.4,220.65,220.8,223.58,5766175,128919592900000,65848,3078019,0.5338,IT
2020-03-02,ULTRACEMCO,EQ,4219.6,4255,4316.3,4078.55,4152,4141.7,4242.03,378937,160746266295000,33251,121526,0.3207,CEMENT & CEMENT PRODUCTS
2020-03-02,BPCL,EQ,426.35,432,441.85,406.5,410.95,412.35,426.08,7812190,332863028925000,79514,2071689,0.2652,OIL & GAS
2020-03-02,BAJFINANCE,EQ,4465.85,4600,4617.95,4305.65,4364,4360.75,4474.58,2238216,1001506960750000,134008,461424,0.2062,FINANCIAL SERVICES
2020-03-02,BHARTIARTL,EQ,523.5,534,536,511.85,519.95,518.35,527.92,9910097,523178001565000,121316,3684212,0.3718,TELECOM
2020-03-02,BAJAJFINSV,EQ,9050.75,9300,9300,8808,8919,8914.5,9126.35,309031,282032498690000,40005,72889,0.2359,FINANCIAL SERVICES
2020-03-02,GRASIM,EQ,687.2,701,701.5,657.3,669,668.45,685.47,2245349,153911883890000,38861,601034,0.2677,CEMENT & CEMENT PRODUCTS
2020-03-02,HCLTECH,EQ,534.35,541.05,565.85,537.85,547.6,549.7,553.95,8175982,452908756980000,166431,4757527,0.5819,IT
2020-03-02,ADANIPORTS,EQ,342.2,346.1,351.05,338.3,340.5,340.65,346.05,2510491,86875979530000,38730,1206740,0.4807,SERVICES
2020-03-02,ASIANPAINT,EQ,1797.95,1815.1,1837.45,1769.25,1785.1,1786.8,1813.71,1219296,221144493720000,61230,471228,0.3865,CONSUMER GOODS
2020-03-02,AXISBANK,EQ,697.3,709.3,713.25,675.3,687,684.2,695.97,13854352,964218950835000,177926,6104436,0.4406000000000001,FINANCIAL SERVICES
2020-03-02,BAJAJ-AUTO,EQ,2890,2920,2944.5,2772,2797,2792.2,2825.1,1281846,362133814000000,69748,463495,0.3616,AUTOMOBILE
2020-03-02,ICICIBANK,EQ,497.25,508.25,520.55,498.45,505.9,506.1,513.82,28642076,1471685312600000,271339,15430335,0.5387,FINANCIAL SERVICES
2020-03-02,HINDUNILVR,EQ,2174.75,2190,2241.95,2141.85,2167.9,2159.45,2185.42,1707337,373125074700000,83077,856781,0.5018,CONSUMER GOODS
2020-03-02,INFY,EQ,731.7,737,765.9,733.75,739.4,741.05,750.99,9821523,737586153200000,155968,4844883,0.4933,IT
2020-03-02,INDUSINDBK,EQ,1104.05,1130,1136.95,1070.05,1075,1079.25,1111.02,5724823,636037286295000,107304,2174042,0.3798,FINANCIAL SERVICES
2020-03-02,BRITANNIA,EQ,2970.2,2995,3053.95,2925,2975,2949.1,2985.44,348147,103937144565000,29275,123691,0.3553,CONSUMER GOODS
2020-03-02,CIPLA,EQ,402.1,407,411.25,394.65,405,401.95,406.44,3460583,140652336375000,82668,1902720,0.5498,PHARMA
2020-03-02,COALINDIA,EQ,168.4,172.65,175,168.3,169.4,169.35,172.55,11962711,206420143360000,63565,4782713,0.3998,METALS
2020-03-02,ONGC,EQ,91.95,94,95,88.25,89.1,89.1,91.99,24442896,224847991300000,91359,9380239,0.3838,OIL & GAS
2020-03-02,SUNPHARMA,EQ,372.9,378,383.65,363.35,372.05,369.5,376.87,6915567,260630334080000.03,72067,2742894,0.3966,PHARMA
2020-03-02,TATASTEEL,EQ,381.75,393.7,394,358,364,364.05,379.84,20220772,768056429385000,149142,4553567,0.2252,METALS
2020-03-02,POWERGRID,EQ,181.5,183.75,187.2,181.75,183.25,183.5,184.89,10991263,203215266575000,51460,6624157,0.6027,POWER
2020-03-02,SBIN,EQ,303,311,312,284.05,287.6,287.4,300.12,66711413,2002113366115000,374435,11365660,0.1704,FINANCIAL SERVICES
2020-03-02,TATAMOTORS,EQ,128.95,133,133.9,123.8,125.1,125.4,128.88,111585697,1438147511405000,340443,12939787,0.116,AUTOMOBILE
2020-03-02,GAIL,EQ,104.4,106,107.35,98.7,99.8,99.65,102.92,19521525,200918955230000,96557,7853381,0.4023,OIL & GAS
2020-03-02,DRREDDY,EQ,2927.1,2961,2997.25,2876,2894.5,2905.55,2949.45,888866,262166975775000,53996,387453,0.4359000000000001,PHARMA
2020-03-02,EICHERMOT,EQ,16602.35,16666,17782.9,16643,17013.4,17013.4,17290.64,348370,602353921845000,74505,32873,0.0944,AUTOMOBILE
2020-03-02,HDFCBANK,EQ,1177.65,1200.2,1201.15,1166.15,1185,1179.6,1184.61,7332449,868607736554999.9,197905,4540186,0.6192000000000001,FINANCIAL SERVICES
2020-03-02,HEROMOTOCO,EQ,2051.75,2100,2110,1961,1975,1975.45,2031.64,1207967,245415749045000,66163,390080,0.3229,AUTOMOBILE
2020-03-02,HDFC,EQ,2175.75,2215,2248.35,2153.8,2183.7,2179.65,2208.23,3957634,873935197554999.9,169811,2193701,0.5543,FINANCIAL SERVICES
2020-03-02,HINDALCO,EQ,155.9,160.55,161.45,146.85,151.45,149.75,155.4,11441351,177802067040000,95290,3483535,0.3045,METALS
2020-03-02,TITAN,EQ,1254.5,1275,1294,1228,1248.15,1244.15,1275.35,2773593,353729573710000,105276,1090720,0.3933,CONSUMER GOODS
2020-03-02,TECHM,EQ,744.4,742,754.45,734.4,744.4,744.55,745.05,3784522,281965271645000,99512,2009190,0.5309,IT
2020-03-02,UPL,EQ,519.7,527,541.6,509.6,512.65,514.35,528.91,1907596,100895246945000,29665,524224,0.2748,FERTILISERS & PESTICIDES
2020-03-02,ZEEL,EQ,239.3,244,248.95,229.9,236.3,233.85,242.35,9392956,227635375580000.03,71032,2602289,0.27699999999999997,MEDIA ENTERTAINMENT & PUBLICATION
2020-03-02,JSWSTEEL,EQ,235.7,242.2,246.5,230.85,234.55,235,241.63,10865535,262547369565000,79748,2197199,0.2022,METALS
2020-03-02,VEDL,EQ,114,117.55,119.4,109,111.15,110.95,115.82,32732879,379112023320000,114317,8580323,0.2621,METALS
2020-03-02,SHREECEM,EQ,22670.95,22810,23427.95,22800.35,23050,23042,23135.3,58063,134330487450000,17447,33643,0.5794,CEMENT & CEMENT PRODUCTS
2020-03-02,RELIANCE,EQ,1328.65,1355.1,1369,1301.1,1322,1316.15,1343.4,13486634,1811799064490000,274282,7208383,0.5345000000000001,OIL & GAS
2020-03-02,NTPC,EQ,106.55,109.35,110,102.7,104.45,103.9,107.62,15614944,168051936035000,80012,5248938,0.3361,POWER
2020-03-02,TCS,EQ,2000.15,2035,2053.95,1985.7,2000,2001.3,2035.99,2667076,543012865420000,118184,1243997,0.4664,IT
2020-03-02,M&M,EQ,457.05,453.55,472.45,444.35,461.9,458.3,460.01,9225488,424379344690000,119400,2353793,0.2551,AUTOMOBILE
2020-03-02,IOC,EQ,105.75,108.45,112.9,103.1,104,103.95,107.13,14580876,156201532590000,90858,4583646,0.3144,OIL & GAS
2020-03-02,ITC,EQ,197.55,199.5,203.45,193.65,195.5,195.3,199.65,18560049,370553659105000,114142,9477032,0.5106,CONSUMER GOODS
2020-03-03,ITC,EQ,195.3,197,197.45,192.55,194.05,193.85,194.56,17947416,349190604960000,148060,8740612,0.487,CONSUMER GOODS
2020-03-03,M&M,EQ,458.3,462,471,455.25,470,466.25,463.41,4582866,212376457360000,60825,1617456,0.3529,AUTOMOBILE
2020-03-03,IOC,EQ,103.95,105.5,107.8,104.3,106.75,106.65,106.17,13272595,140918429745000,86695,4926216,0.3712,OIL & GAS
2020-03-03,VEDL,EQ,110.95,114.25,121,113.65,120.2,119.55,117.27,36975433,433603229835000.06,140421,8081581,0.2186,METALS
2020-03-03,JSWSTEEL,EQ,235,239.25,249.1,238.65,245.8,246.45,243.75,11580274,282266642660000,69735,1643878,0.142,METALS
2020-03-03,TCS,EQ,2001.3,2020,2060,2012,2041,2036.2,2033.79,2757585,560833859855000,139234,1397749,0.5069,IT
2020-03-03,NTPC,EQ,103.9,104.65,109.95,104.3,108.65,108.9,107.01,17194661,184000030620000,70184,8998000,0.5233,POWER
2020-03-03,RELIANCE,EQ,1316.15,1329.7,1353.9,1322,1346.35,1342.85,1339.28,12525809,1677551880370000,275521,6009681,0.4798,OIL & GAS
2020-03-03,SHREECEM,EQ,23042,23299.95,23844.95,23050,23800,23593.15,23490.48,28737,67504583345000.01,8348,14817,0.5156000000000001,CEMENT & CEMENT PRODUCTS
2020-03-03,WIPRO,EQ,220.8,224,225.8,220.6,223.25,223.7,223.1,5173113,115410372605000,41834,3302375,0.6384000000000001,IT
2020-03-03,ULTRACEMCO,EQ,4141.7,4179.9,4329,4157.55,4314,4299.9,4239.2,606056,256919292335000,55166,241418,0.3983,CEMENT & CEMENT PRODUCTS
2020-03-03,NESTLEIND,EQ,16109.95,16130.25,16499,16130.25,16386,16359.4,16350.46,93372,152667484630000,25348,38801,0.4156,CONSUMER GOODS
2020-03-03,KOTAKBANK,EQ,1599,1603.8,1636.35,1587,1633.1,1626.3,1604.86,2918386,468359241805000,99649,1415641,0.4851,FINANCIAL SERVICES
2020-03-03,LT,EQ,1160.9,1166,1186.8,1162.05,1183.15,1181.3,1174.87,3134527,368267362160000,91823,1673501,0.5339,CONSTRUCTION
2020-03-03,MARUTI,EQ,6285.15,6318,6422.15,6280.5,6386.1,6386.05,6344.8,849199,538800121260000.06,90279,272466,0.3209,AUTOMOBILE
2020-03-03,TECHM,EQ,744.55,750,757.65,742.1,755.2,752.3,749.25,2168900,162503905660000,53848,1050811,0.4845,IT
2020-03-03,TITAN,EQ,1244.15,1248.2,1272,1225,1250,1247,1242.58,2660100,330538992690000,123087,1035518,0.3893,CONSUMER GOODS
2020-03-03,ZEEL,EQ,233.85,234,255.95,233.85,250,251.1,246.67,17982847,443586603395000,140505,3962147,0.2203,MEDIA ENTERTAINMENT & PUBLICATION
2020-03-03,UPL,EQ,514.35,519.9,526.65,512.55,521.25,521.55,520.2,2499968,130048743480000,45621,795272,0.3181,FERTILISERS & PESTICIDES
2020-03-03,COALINDIA,EQ,169.35,171.35,179.65,170.9,177.5,178.2,174.83,17015816,297480510635000,73868,8702955,0.5115,METALS
2020-03-03,CIPLA,EQ,401.95,402,429.2,402,424.5,425.3,420.06,5476676,230051497700000,93117,1464448,0.2674,PHARMA
2020-03-03,BRITANNIA,EQ,2949.1,2970,3045.5,2965,3041.95,3026.5,3008.76,399770,120281162090000.02,39729,157584,0.3942000000000001,CONSUMER GOODS
2020-03-03,BAJAJ-AUTO,EQ,2792.2,2700,2730,2653,2700,2692.25,2697.1,1459848,393735094325000,64846,572224,0.392,AUTOMOBILE
2020-03-03,ADANIPORTS,EQ,340.65,344,349.05,342,347.9,347.3,346.13,3671071,127066610684999.98,63872,2201941,0.5998,SERVICES
2020-03-03,ASIANPAINT,EQ,1786.8,1780.05,1818,1767,1804.05,1800.55,1798.61,1392463,250450281765000,64533,587106,0.4216,CONSUMER GOODS
2020-03-03,AXISBANK,EQ,684.2,689.9,695.8,675,689.8,687.15,685.67,11198145,767819033420000,161760,4363744,0.3897,FINANCIAL SERVICES
2020-03-03,BAJFINANCE,EQ,4360.75,4400,4474.95,4320.05,4462.9,4454.1,4409.57,2023503,892277269729999.9,135928,437689,0.2163,FINANCIAL SERVICES
2020-03-03,BAJAJFINSV,EQ,8914.5,9000,9116.65,8680,8993,8963.65,8890.7,550729,489636622935000.06,77414,128136,0.2327,FINANCIAL SERVICES
2020-03-03,BPCL,EQ,412.35,415.1,427.15,413.5,424.4,425,420.22,5707796,239854073080000.03,78776,1723240,0.3019,OIL & GAS
2020-03-03,BHARTIARTL,EQ,518.35,524,533.35,514.15,523.25,520.8,521.87,10368929,541124227260000.06,127941,4603990,0.444,TELECOM
2020-03-03,HCLTECH,EQ,549.7,556,568.75,555,568.2,565.05,561.76,4682284,263030201720000,131005,2921488,0.6239,IT
2020-03-03,GRASIM,EQ,668.45,671,704.6,671,702.5,700.05,687.49,3350249,230325369120000,39033,1231087,0.3675,CEMENT & CEMENT PRODUCTS
2020-03-03,INFY,EQ,741.05,755,759,741.25,751,747,749.09,7826587,586283638075000,136066,4215088,0.5386,IT
2020-03-03,HINDUNILVR,EQ,2159.45,2171.9,2189.6,2141.7,2178.65,2166.65,2170.25,1753148,380476842600000,110315,1051465,0.5998,CONSUMER GOODS
2020-03-03,INDUSINDBK,EQ,1079.25,1085,1117.95,1073,1106,1108.05,1093.44,5233056,572201710380000,114159,1456448,0.2783,FINANCIAL SERVICES
2020-03-03,ICICIBANK,EQ,506.1,509.85,519.5,508.5,516.9,514.75,514.53,19661945,1011675795115000,187417,8401391,0.4273,FINANCIAL SERVICES
2020-03-03,HDFCBANK,EQ,1179.6,1175,1185.35,1168,1182.5,1181.8,1178.14,11184775,1317718199765000,233028,7497411,0.6703,FINANCIAL SERVICES
2020-03-03,HINDALCO,EQ,149.75,152.1,160.45,150.8,160.1,159.3,154.88,21836942,338200368415000,123096,9642815,0.4416,METALS
2020-03-03,HEROMOTOCO,EQ,1975.45,1976,2063.85,1976,2057.4,2054.85,2027.91,1689926,342700996475000,88001,478024,0.2829,AUTOMOBILE
2020-03-03,HDFC,EQ,2179.65,2201.7,2226.9,2173.3,2194.95,2191.4,2196.19,4229070,928785368535000,164672,2745809,0.6493000000000001,FINANCIAL SERVICES
2020-03-03,TATAMOTORS,EQ,125.4,127.5,131.4,125.25,130.4,130.35,127.87,86765576,1109497777395000,287946,12890285,0.1486,AUTOMOBILE
2020-03-03,SUNPHARMA,EQ,369.5,374,396.4,373.25,396,393.55,386.86,14474553,559964485065000,167409,5469999,0.3779,PHARMA
2020-03-03,ONGC,EQ,89.1,90.9,94,89.65,92.95,93.35,91.64,24098468,220835397705000.03,87245,9427893,0.3912,OIL & GAS
2020-03-03,POWERGRID,EQ,183.5,183.8,194.7,182.05,191.2,191.7,188.1,9022112,169705077145000,36781,4677285,0.5184000000000001,POWER
2020-03-03,TATASTEEL,EQ,364.05,373.5,391,370.1,388.3,387.55,378.36,18648933,705603039820000,170252,2082900,0.1117,METALS
2020-03-03,SBIN,EQ,287.4,293,294.4,285.3,290.5,289.85,289.46,61949382,1793208725525000,351083,7408839,0.1196,FINANCIAL SERVICES
2020-03-03,GAIL,EQ,99.65,100.9,103.8,99.5,103.3,103.2,101.57,15840274,160896035420000,72925,5902165,0.3726,OIL & GAS
2020-03-03,DRREDDY,EQ,2905.55,2940,3078,2931.25,3065,3043.7,3008.68,1056080,317740905565000,69684,246376,0.2333,PHARMA
2020-03-03,EICHERMOT,EQ,17013.4,17500,18041,17400,17950,17888.45,17694.39,274740,486135778955000,68868,57676,0.2099,AUTOMOBILE
2020-03-04,GAIL,EQ,103.2,103.95,106.9,102.4,105.7,106.05,105.16,20572842,216336926625000,91109,7874363,0.3828,OIL & GAS
2020-03-04,EICHERMOT,EQ,17888.45,17954,18280,16870,17171.55,17254.2,17301.52,418609,724257382925000,79891,148265,0.3542,AUTOMOBILE
2020-03-04,DRREDDY,EQ,3043.7,3065,3186.75,3036,3169.75,3171.35,3128.01,1832722,573277137785000,92804,647909,0.35350000000000004,PHARMA
2020-03-04,HCLTECH,EQ,565.05,569,575.4,561,562.2,563.1,566.67,5175180,293260965430000,104336,2995152,0.5788000000000001,IT
2020-03-04,GRASIM,EQ,700.05,702.5,708.8,682,689,689.5,692.35,2842415,196794981175000,41222,999253,0.3516,CEMENT & CEMENT PRODUCTS
2020-03-04,ASIANPAINT,EQ,1800.55,1804.05,1857.45,1804.05,1840,1847.95,1841.76,3050469,561822298385000.06,177363,1563412,0.5125,CONSUMER GOODS
2020-03-04,BAJAJ-AUTO,EQ,2692.25,2720,2764.5,2653.5,2706,2711.5,2716.91,954038,259203717545000,71202,258277,0.2707,AUTOMOBILE
2020-03-04,AXISBANK,EQ,687.15,690,696,668.3,681,682.2,682.4,14802724,1010138570945000,229199,7623532,0.515,FINANCIAL SERVICES
2020-03-04,ADANIPORTS,EQ,347.3,347.8,349.8,339.9,347,345.95,345.31,3490806,120541053105000,64937,1823815,0.5225,SERVICES
2020-03-04,UPL,EQ,521.55,525,533.6,498.1,510.25,511.6,515.63,4037644,208193976040000,61101,1262705,0.3127,FERTILISERS & PESTICIDES
2020-03-04,TECHM,EQ,752.3,754,774.85,748,770,771.3,760.28,2685540,204175264330000,87743,1221656,0.4549,IT
2020-03-04,ZEEL,EQ,251.1,248.05,254.45,243.9,248.65,251.75,249.66,12369910,308828515285000,89616,1269983,0.1027,MEDIA ENTERTAINMENT & PUBLICATION
2020-03-04,BRITANNIA,EQ,3026.5,3048,3080,3028,3063.15,3063.05,3053.61,368498,112524917480000,32046,128308,0.3482,CONSUMER GOODS
2020-03-04,CIPLA,EQ,425.3,425.6,449.8,420,445.85,447.65,439.56,9297945,408698702880000,123174,2612536,0.281,PHARMA
2020-03-04,COALINDIA,EQ,178.2,178.25,179.8,174.1,177.95,178.1,177.37,9858330,174857014710000,78436,2622862,0.2661,METALS
2020-03-04,BAJFINANCE,EQ,4454.1,4466,4496.8,4225,4279.9,4286.4,4332.34,2472991,1071383528415000,172801,835138,0.3377000000000001,FINANCIAL SERVICES
2020-03-04,BAJAJFINSV,EQ,8963.65,9000,9066.6,8593.25,8777.2,8799.7,8849.42,440251,389596677510000,59129,107006,0.2431,FINANCIAL SERVICES
2020-03-04,BPCL,EQ,425,422.1,428.7,405.4,413.8,418.7,421.2,7728757,325532927015000,79179,3292904,0.4261,OIL & GAS
2020-03-04,BHARTIARTL,EQ,520.8,525,532.8,507.4,513,516.75,520.89,17733434,923708117635000,214378,7640688,0.4309000000000001,TELECOM
2020-03-04,SBIN,EQ,289.85,291.8,293,275.1,284.95,285.3,283.13,73675736,2086014630010000,369109,15491921,0.2103,FINANCIAL SERVICES
2020-03-04,TATASTEEL,EQ,387.55,388.05,389.9,365.1,375.95,377.15,373.75,22937148,857270613200000,191616,4119106,0.1796,METALS
2020-03-04,POWERGRID,EQ,191.7,190.7,198,188.55,196.35,197.05,194.52,9528328,185344368320000,77004,4230953,0.444,POWER
2020-03-04,ONGC,EQ,93.35,94.2,94.9,90.7,93.1,92.8,93.13,22998427,214182587285000,91185,5534615,0.2407,OIL & GAS
2020-03-04,TATAMOTORS,EQ,130.35,129.6,129.6,120.55,126.4,126.2,124.9,97546902,1218361141840000,294498,8351873,0.08560000000000001,AUTOMOBILE
2020-03-04,SUNPHARMA,EQ,393.55,398,412.9,387.35,404.5,405.45,403.52,26369149,1064059499205000,271057,3273035,0.1241,PHARMA
2020-03-04,ICICIBANK,EQ,514.75,517.5,517.5,497.05,508.95,508.35,505.96,21883404,1107208353245000,227396,11313959,0.517,FINANCIAL SERVICES
2020-03-04,INFY,EQ,747,753.9,761.5,745.55,758,758.75,753.23,11013444,829562304690000,155822,6465657,0.5871000000000001,IT
2020-03-04,HINDUNILVR,EQ,2166.65,2179,2185.05,2152,2180.9,2175.85,2167.29,1515878,328534475145000,69750,899835,0.5936,CONSUMER GOODS
2020-03-04,INDUSINDBK,EQ,1108.05,1114.45,1114.45,1051,1076.2,1065.95,1069.64,6863681,734164620245000,136623,2507301,0.3653,FINANCIAL SERVICES
2020-03-04,HEROMOTOCO,EQ,2054.85,2070,2073.35,2000.5,2055,2046.35,2042.63,976550,199472567955000,61846,283209,0.29,AUTOMOBILE
