"Date","Open","High","Low","Close","SharesTraded","Turnover(Rs.Cr)"
"27-May-2021","15323.95","15384.55","15272.50","15337.85","682374351","48219.93"
"28-May-2021","15421.20","15469.65","15394.75","15435.65","455582440","32992.08"
"31-May-2021","15437.75","15606.35","15374.00","15582.80","435999456","32739.29"
"01-Jun-2021","15629.65","15660.75","15528.30","15574.85","409562322","27964.09"
"02-Jun-2021","15520.35","15597.45","15459.85","15576.20","428641666","28781.87"
"03-Jun-2021","15655.55","15705.10","15611.00","15690.35","410240584","27519.48"
"04-Jun-2021","15712.50","15733.60","15622.35","15670.25","414162241","25363.03"
"07-Jun-2021","15725.10","15773.45","15678.10","15751.65","393970049","25411.48"
"08-Jun-2021","15773.90","15778.80","15680.00","15740.10","378164658","24172.13"
"09-Jun-2021","15766.30","15800.45","15566.90","15635.35","457855735","26926.49"
"10-Jun-2021","15692.10","15751.25","15648.50","15737.75","298297041","23032.90"
"11-Jun-2021","15796.45","15835.55","15749.80","15799.35","363011297","24591.69"
"14-Jun-2021","15791.40","15823.05","15606.50","15811.85","392862037","28001.50"
"15-Jun-2021","15866.95","15901.60","15842.40","15869.25","323262818","22181.26"
"16-Jun-2021","15847.50","15880.85","15742.60","15767.55","340191175","22505.95"
"17-Jun-2021","15648.30","15769.35","15616.75","15691.40","357649243","26048.47"
"18-Jun-2021","15756.50","15761.50","15450.90","15683.35","640821642","42024.55"
"21-Jun-2021","15525.85","15765.15","15505.65","15746.50","351530072","22525.89"
"22-Jun-2021","15840.50","15895.75","15752.10","15772.75","322237561","24440.47"
"23-Jun-2021","15862.80","15862.95","15673.95","15686.95","287536735","23222.94"
"24-Jun-2021","15737.30","15821.40","15702.70","15790.45","316662241","29623.58"
"25-Jun-2021","15839.35","15870.80","15772.30","15860.35","314614380","26933.22"
"28-Jun-2021","15915.35","15915.65","15792.15","15814.70","255099272","18713.41"
"29-Jun-2021","15807.50","15835.90","15724.05","15748.45","360334724","24392.13"
"30-Jun-2021","15776.90","15839.10","15708.75","15721.50","262386323","20379.76"
"01-Jul-2021","15755.05","15755.55","15667.05","15680.00","224921644","17359.97"
"02-Jul-2021","15705.85","15738.35","15635.95","15722.20","254808999","18015.42"
"05-Jul-2021","15793.40","15845.95","15762.05","15834.35","207032153","14976.54"
"06-Jul-2021","15813.75","15914.20","15801.00","15818.25","391410742","24456.05"
"07-Jul-2021","15819.60","15893.55","15779.70","15879.65","329308646","22259.96"
"08-Jul-2021","15855.40","15885.75","15682.90","15727.90","307928495","19597.95"
"09-Jul-2021","15688.25","15730.85","15632.75","15689.80","243249366","19976.86"
"12-Jul-2021","15766.80","15789.20","15644.75","15692.60","216272488","18482.89"
"13-Jul-2021","15794.00","15820.80","15744.60","15812.35","246676549","18205.97"
"14-Jul-2021","15808.70","15877.35","15764.20","15853.95","239924352","18372.84"
"15-Jul-2021","15872.15","15952.35","15855.00","15924.20","284851049","20961.37"
"16-Jul-2021","15958.35","15962.25","15882.60","15923.40","276298105","18758.13"
"19-Jul-2021","15754.50","15836.90","15707.50","15752.40","242131813","18088.78"
"20-Jul-2021","15703.95","15728.45","15578.55","15632.10","274284165","21329.55"
"22-Jul-2021","15736.60","15834.80","15726.40","15824.05","265250867","23988.39"
"23-Jul-2021","15856.80","15899.80","15768.40","15856.05","294098244","20685.82"
"26-Jul-2021","15849.30","15893.35","15797.00","15824.45","267076679","19487.18"
"27-Jul-2021","15860.50","15881.55","15701.00","15746.45","311012065","26117.34"
"28-Jul-2021","15761.55","15767.50","15513.45","15709.40","318601589","26090.48"
"29-Jul-2021","15762.70","15817.35","15737.80","15778.45","401584915","29460.54"
"30-Jul-2021","15800.60","15862.80","15744.85","15763.05","400021237","30539.63"
